smiles,smiles,ratio,temperature,value
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,308.15,1123.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,313.15,1090.9
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,318.15,952.8
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,353.15,1132.6
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:4,313.15,1140.6
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,338.15,1281.8
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,293.15,1105.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:5,323.15,1120.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,343.15,1219.2
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,363.15,1157.1
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,343.15,1123.3
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2,333.15,1155.2
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:3,303.15,1131.8
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,298.15,1173.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,343.15,940.2
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,323.15,1026.3
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,338.15,1261.9
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,323.15,952.2
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,333.15,1240.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,318.15,1105.2
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1247.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,323.15,1086.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,323.15,949.5
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,293.15,1203.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,358.15,1264.8
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,333.15,968.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,9:1,323.15,951.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,298.15,1117.1
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,358.15,1303.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,358.15,1190.0
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,313.15,1026.5
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,308.15,1190.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,363.15,1060.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,338.15,1167.9
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,348.15,1088.6
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,323.15,1177.0
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:2,303.15,1125.4
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,308.15,1109.9
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,338.15,1172.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,313.15,1128.0
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:3,303.15,1146.1
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,313.15,1188.7
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,353.15,1187.3
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,298.15,1197.3
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,323.15,1102.5
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,303.15,1217.3
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,343.15,1153.9
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,328.15,1285.1
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,313.15,1176.1
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,338.15,1315.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,298.15,1337.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,323.15,1229.4
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,298.15,1117.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,343.15,1256.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,323.15,1084.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1232.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,303.15,1114.6
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,318.20,1079.5
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,353.15,1164.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,338.15,1247.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,363.15,1062.2
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,353.15,1179.2
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,353.15,1163.5
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,293.15,1027.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,298.15,1060.6
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,358.15,1184.1
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1257.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,318.15,1192.2
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1257.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,293.15,1191.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,333.15,1263.4
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:1,323.15,1121.8
Cl.CCNCC,COc1ccccc1O,1:3,313.15,1083.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,8:1,353.15,964.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,318.15,1192.9
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,323.15,1040.6
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,333.15,1175.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,353.15,934.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,293.15,996.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,293.15,1159.2
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,323.15,1045.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,318.15,1027.3
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,333.15,1161.3
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,328.15,1151.2
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,313.15,1244.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,313.15,1245.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,318.15,1091.0
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,323.15,1121.8
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,328.15,1095.7
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,313.15,1211.4
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1251.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,298.15,1306.4
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,333.15,1115.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,318.20,1073.6
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,308.15,1283.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,318.15,1140.5
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,333.15,1184.0
Cl.CCNCC,COc1ccccc1O,1:4,323.15,1084.1
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1244.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,333.15,1097.4
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,328.15,1240.5
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,328.15,1083.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:2,363.15,1138.8
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,313.15,1108.1
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:2,353.15,1093.5
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,363.15,1149.5
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,353.15,1155.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1235.0
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,313.15,1055.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,298.15,1099.5
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,293.15,1097.4
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,313.15,1222.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,313.15,1287.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,338.15,1260.1
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:4,303.15,1120.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,308.15,1272.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,313.15,953.2
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,313.15,1114.1
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,353.15,1093.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1198.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,338.15,1196.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,328.15,1276.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,338.15,939.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,323.15,1010.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,348.15,1165.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,338.15,1093.4
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,293.15,1275.0
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:5,313.15,1136.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,328.15,1020.7
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,298.15,1303.6
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,303.20,1081.8
[Cl-].C[N+](C)(C)CCO,CC(O)CO,1:3,323.15,1046.7
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,338.15,1112.2
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,353.15,1226.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,313.15,1127.5
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:4,303.15,1147.7
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,323.15,1119.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,343.15,1073.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,338.15,1218.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,353.15,1211.9
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,333.15,1171.3
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,358.15,1081.6
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,318.15,1274.5
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,303.15,990.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2.03,368.15,1131.1
[Cl-].C[N+](C)(C)CCO,CC(O)CO,1:3,313.15,1053.3
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,293.15,1177.4
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,328.15,1174.7
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,333.15,1069.2
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,313.20,1076.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,333.15,1194.7
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OC(=O)C(O)=O,1:1,318.15,1245.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,308.15,1150.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,318.15,1105.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,323.15,1024.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,348.15,1158.0
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1Cl,1:2,338.15,1290.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,308.15,1054.4
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,328.15,1268.8
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,343.15,1226.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OC(=O)C(O)=O,1:1,313.15,1248.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:16,318.15,1128.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,333.15,1246.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,343.15,976.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,353.15,1214.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,3:1,296.15,1220.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,353.15,1065.5
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:3,323.15,1134.1
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1207.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,9:1,303.15,962.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,348.15,1215.3
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,318.15,1249.0
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,293.15,1035.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,318.15,1275.9
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,343.15,1164.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,303.15,1285.5
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,343.15,1174.4
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,333.15,1129.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,343.15,997.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,358.15,1245.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,333.15,1004.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:3,293.15,1014.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,293.15,1266.0
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,348.15,1167.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,333.15,1094.7
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1248.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,353.15,1209.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,298.15,1260.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1227.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,303.15,1240.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,318.15,1255.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)(CC(O)=O)C(O)=O,1:1,303.15,1331.3
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,303.15,1258.1
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1,1:2,363.15,1170.0
[Cl-].C[N+](C)(C)CCO,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1:1,296.15,1350.0
