smiles,smiles,ratio,temperature,value
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,328.15,1081.8
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,313.15,1179.0
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,298.15,1262.6
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,318.15,1125.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1226.0
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,323.15,988.6
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,348.15,1275.9
CC(N(C)C)C(O)=O,OC(=O)Cc1ccccc1,1:2,333.15,1130.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2.03,328.15,1155.4
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,328.15,1220.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,363.15,1186.4
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,323.15,1099.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,9:1,333.15,945.2
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:4,323.15,1131.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,333.15,943.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1229.0
Cl.CCNCC,COc1ccccc1O,1:5,323.15,1083.5
C[N+](C)(C)CC([O-])=O,CC(=O)CCC(O)=O,1:2,313.15,1147.6
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,303.15,1152.6
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,313.20,1087.3
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1192.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,303.15,1034.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,323.15,973.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,10:1,353.15,931.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,333.15,1003.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,363.15,1172.3
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,368.15,1119.1
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1227.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,308.15,1135.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,343.15,1108.4
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,303.15,1242.4
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,323.15,1256.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,358.15,1083.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,343.15,1027.6
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,328.15,1249.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,358.15,1160.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,338.15,1237.9
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,313.15,1221.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,11:1,333.15,939.1
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,358.15,1269.7
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,368.15,1238.6
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1238.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OC(=O)C(O)=O,1:1,293.15,1263.0
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,333.15,1109.2
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,313.15,1183.8
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,358.15,1176.1
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,293.15,1146.2
[Cl-].C[N+](C)(C)CCO,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2:1,296.15,1230.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,358.15,1082.6
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,333.15,1207.9
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,303.15,1053.7
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,298.15,1289.9
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,323.15,1145.6
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,353.15,1103.7
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,358.15,1064.2
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,348.15,1212.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,328.15,1229.3
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:3,293.15,1052.4
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,308.15,1255.0
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,343.15,1169.6
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,318.15,1283.6
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,298.15,1224.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,333.15,1281.7
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:1,343.15,1106.9
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,323.15,1123.7
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,363.15,1122.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,298.15,1103.7
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:5,333.15,1113.0
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,338.15,1233.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:3,333.15,988.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,343.15,961.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,343.15,1090.4
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,323.15,1143.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,318.15,1205.2
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,308.15,1050.5
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,298.15,1004.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,313.15,1234.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,308.15,1298.2
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,343.15,1121.7
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1235.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1241.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,318.15,1043.9
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,348.15,1088.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,353.15,1228.0
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,333.15,1102.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,318.15,1105.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,293.15,1007.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,323.15,1121.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,353.15,1067.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,333.15,1078.8
Cl.CCNCC,COc1ccccc1O,1:5,303.15,1103.5
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,338.15,1065.7
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,303.15,1151.7
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,323.15,1224.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,318.15,1326.2
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,318.15,1127.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,308.15,1111.7
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,363.15,1180.7
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,298.15,1197.9
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,353.15,1193.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,353.15,955.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,338.15,1134.9
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,308.20,1080.3
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,298.15,1188.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,298.15,1272.0
[Cl-].C[N+](C)(C)CCO,Cc1ccccc1O,1:5,298.20,1063.1
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,333.15,1176.9
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,303.15,1125.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,343.15,1091.6
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2,343.15,1149.2
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,298.15,1231.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,353.15,991.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,323.15,1179.0
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,308.15,1059.9
Cl.CCNCC,COc1ccccc1O,1:3,293.15,1095.4
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,313.15,956.1
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1260.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,343.15,1233.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,328.15,1186.8
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:5,303.15,1133.7
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,338.15,1112.0
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,313.15,1162.2
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,318.15,1106.4
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:2,323.15,1112.5
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,313.15,1190.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,328.15,1134.4
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,353.15,1084.7
Cl.CCNCC,COc1ccccc1O,1:4,303.15,1098.3
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,348.15,1262.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,303.15,964.1
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,313.15,1145.3
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2,308.15,1170.3
[Cl-].C[N+](C)(C)CCO,OC(C(O)C(O)=O)C(O)=O,1:1,296.15,1260.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OC(=O)C(O)=O,1:1,343.15,1228.0
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,343.15,1170.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,318.15,1087.1
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,343.15,1218.8
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,353.15,1171.9
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,313.15,995.1
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,323.15,1109.2
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,308.15,1224.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1223.0
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1Cl,1:2,373.15,1220.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,308.15,1131.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,333.15,1079.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,313.15,1117.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,308.15,1185.7
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,308.15,1095.5
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,308.15,1189.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,328.15,1267.3
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,333.15,1177.5
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,308.15,1131.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,293.15,1159.9
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:16,293.15,1146.3
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,303.15,1126.9
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,313.15,1252.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,6:1,323.15,992.1
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,343.15,1230.1
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,338.15,1143.5
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,313.15,1186.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,328.15,1261.2
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,343.15,1085.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,333.15,1209.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,328.15,1287.3
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,308.15,1194.4
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,343.15,1234.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1250.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,333.15,1096.9
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,333.15,1226.0
[Cl-].C[N+](C)(C)CCO,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,4:1,296.15,1220.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,318.15,1089.3
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:5,323.15,1128.0
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,313.15,1186.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,298.15,1254.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2,313.15,1167.2
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,298.15,1191.2
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,338.15,1204.3
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:3,323.15,1133.8
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,293.15,1072.0
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,323.15,1185.4
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,343.15,1169.9
[Cl-].C[N+](C)(C)CCO,CC(O)CO,1:4,323.15,1048.0
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,313.15,1193.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,303.15,1001.0
Cl.CCNCC,COc1ccccc1O,1:5,293.15,1106.1
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,303.15,1041.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,298.15,1219.5
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,10:1,323.15,949.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,333.15,1104.0
Cl.CCNCC,COc1ccccc1O,1:4,313.15,1089.8
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,303.15,1201.2
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,328.15,1023.1
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,318.15,1250.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,313.15,1182.3
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,343.15,1132.6
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,313.15,1230.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,318.15,1176.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,353.15,1126.6
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,328.15,985.4
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,313.15,995.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OC(=O)C(O)=O,1:1,303.15,1255.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:4,348.15,1252.9
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,348.15,1087.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1201.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,303.15,1099.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,8:1,313.15,988.2
[Cl-].C[N+](C)(C)CCO,Cc1ccccc1O,1:6,298.20,1060.6
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:3,313.15,1127.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,323.15,978.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,313.20,1074.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1235.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,303.15,1236.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:3,303.15,1134.6
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,348.15,1129.6
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:4,303.15,1131.5
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,293.15,1145.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,308.15,1299.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,348.15,1231.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,338.15,1190.7
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:5,303.15,1143.4
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,338.15,1014.3
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,363.15,1128.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,303.15,1115.6
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2.03,323.15,1158.5
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,303.15,1193.8
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:4,313.15,1138.1
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,348.15,1207.0
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,343.15,1138.4
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,308.15,1331.6
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:3,293.15,1046.8
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:3,323.15,1118.6
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,323.15,1120.4
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,298.15,1101.8
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,338.15,1173.5
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,298.15,1220.1
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)(CC(O)=O)C(O)=O,1:1,296.15,1300.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,313.15,1234.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,338.15,1094.4
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,293.20,1099.5
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,358.15,1226.9
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:2,283.15,1191.5
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,328.15,1202.1
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,318.15,1208.1
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,363.15,1089.5
CC(N(C)C)C(O)=O,OC(C(O)=O)c1ccccc1,1:2,363.15,1180.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,303.15,1096.5
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:5,323.15,1116.6
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,328.15,1175.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,353.15,929.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,358.15,1062.4
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,318.15,1172.4
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,353.15,1100.0
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:3,303.15,1039.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1220.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,308.15,1290.6
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,353.15,1157.5
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:5,333.15,1109.5
Cl.CCNCC,COc1ccccc1O,1:3,323.15,1075.8
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:3,313.15,1141.2
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:3,303.15,1008.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1209.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1266.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:3,313.15,1001.0
[Cl-].C[N+](C)(C)CCO,CC(N)=O,1:2,303.15,1085.2
[Cl-].C[N+](C)(C)CCO,CC(O)CO,1:3,303.15,1059.9
