smiles,smiles,ratio,temperature,value,value,value
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1.22,1.6888645680547918,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,353.15,1.1326,1.4106085425683679,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,323.15,1.07383,1.458033192496506,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1.229,1.5075860397630108,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,298.15,1.11705,,-1.744727494896694
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,313.15,1.12943,1.6697816152085365,0.1553360374650618
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,338.15,1.00249,,0.3283796034387377
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,293.15,1.17735,2.1730405075510624,-0.14874165128092473
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,333.15,1.16793,1.3710678622717363,
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,338.15,1.23356,2.530071568837378,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,293.15,1.09879,2.139028547485683,0.146128035678238
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,313.15,1.252,3.208530033757731,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,298.15,1.0045,2.236033147117636,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,303.15,1.123,1.8567288903828827,-2.669586226650809
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,303.15,1.254,2.795031446040101,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,308.15,1.266,2.9157374299292864,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,353.15,1.106,1.021189299069938,-2.141462802430361
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,293.15,1.007,,-1.1668528880872149
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,313.15,1.221,2.7197454925295768,
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,298.15,1.09717,,-0.6575773191777937
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,318.15,1.15836,,0.40312052117581787
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1.198,1.791480116020001,
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,323.15,1.10247,1.2741578492636798,1.239549720840473
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1.248,2.9230625928302865,
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,338.15,1.1107,,0.6031443726201823
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,298.15,1.239,2.6908337586384103,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,308.15,1.283,,-0.5016894462103995
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,313.15,0.98013,1.7489628612561614,0.3053513694466238
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1.257,3.5912983949641113,
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,303.15,1.185,3.1486026548060932,
Cl.CN(C)C,CC(=O)CCC(O)=O,1:3,328.15,1.08923,,0.7395723444500919
[Cl-].C[N+](C)(C)CCO,Cc1ccccc1O,1:3,298.2,1.0707,1.8901414600645774,0.08278537031645007
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,318.15,1.227,2.053884790394692,
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,293.15,1.07196,2.126066436885335,
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,343.15,1.16403,1.8656960599160706,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,313.15,1.254,2.3891483576973775,
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,343.15,1.17,1.7423322823571483,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,333.15,1.03903,1.5250448070368452,0.414973347970818
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,343.15,0.976,2.187520720836463,-0.07468790850035051
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,313.2,1.0745,1.0588054866759067,0.7589118923979735
[Cl-].C[N+](C)(C)CCO,Cc1ccccc1O,1:6,298.2,1.0606,1.4443571256560277,0.13987908640123647
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,333.15,1.10832,2.2555137128195333,-0.22475374025976358
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,303.2,1.086,1.4014005407815442,0.6242820958356683
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,323.15,1.1831,2.0784745809868688,
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,313.15,1.128,1.9713686367914234,0.24303804868629444
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,348.15,1.105,1.3469394626989906,
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,333.15,1.1713,1.7308767123393214,
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,343.15,1.16988,1.8188854145940099,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,363.15,1.1002,0.92272545799326,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,343.15,1.1384,1.5535189401489695,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,328.15,1.224,2.4591209688495406,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,308.15,1.03388,2.1300119496719043,-0.5900668766687055
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1.262,2.5296228181334435,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1.241,2.565635340055644,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,353.15,1.0935,0.8350561017201162,
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,303.15,1.1979,2.9130717403092508,
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,343.15,1.228,2.433769833924866,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1.256,2.256453144939036,
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,303.15,1.06411,1.8779469516291882,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,328.15,1.0095,,0.17897694729316943
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,333.15,1.119,1.294466226161593,-2.2831622767004753
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,363.15,1.0955,1.06781451116184,
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,343.15,1.13974,,0.7693773260761385
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,293.2,1.0885,1.4318460456987254,0.436162647040756
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,308.15,0.98321,1.8549130223078556,0.24625231229932198
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,293.15,1.06026,2.805092878342673,-0.6716203965612623
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,318.15,1.05182,1.5583485087616198,
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,333.15,1.115,1.579211780231499,0.5877109650189114
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,353.15,1.155,2.024485667699167,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,313.15,0.984,3.8470603337489013,-1.0132282657337552
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1.266,3.2458752510112125,
CC(=O)CCC(O)=O,C[N+](C)(C)CC([O-])=O,2:1,303.15,1.15474,2.9331328237267345,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,313.15,1.05135,1.958085848521085,0.16554107672237306
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,293.15,1.0458,3.0780941504064105,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,293.15,1.06363,2.515741416669365,-0.13430394008392949
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,318.15,1.04827,1.8488047010518038,0.23121464796260105
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,343.15,1.234,2.2077151338055665,
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,323.15,1.215,2.478854967528663,
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,313.15,1.16219,1.627570664180543,0.32633586092875144
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,313.2,1.0761,1.1283992687178064,0.7774268223893114
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCO,1:3,348.15,,1.7730546933642626,-1.785156151952302
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,333.15,1.006,1.242292904982931,0.24797326636180664
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,303.15,1.11349,3.357305807546096,-1.5228787452803376
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,348.15,1.229,1.5358002908248978,
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,298.15,1.231,3.1427022457376155,
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,338.15,1.14345,,0.7176705030022621
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,303.15,1.24,3.3581005330225673,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,298.15,1.06058,2.3602146132953523,-0.05403929642243141
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,343.15,1.108,1.4186326873540656,0.7176705030022621
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,303.15,1.19462,1.9673139182870836,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,293.15,1.281,3.2205787546328293,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,323.15,1.1154,1.7712199019495336,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1.251,2.019573202095639,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,323.15,1.1092,1.500099191915723,
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,318.15,1.18236,2.4785664955938436,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,318.15,1.255,2.546567338599975,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)CO,1:1,303.15,1.2445,3.5873741720730656,-0.7629592086208092
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,313.15,1.02026,1.5641924606261979,-0.05060999335508721
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,333.15,1.234,2.6902847025126295,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,293.15,0.99,,-1.749092300299144
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,323.15,1.239,2.2646761821488246,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,368.15,,,0.5820633629117087
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,308.15,1.05444,2.0827853703164503,0.09656243837413556
[Cl-].C[N+](C)(C)CCO,Cc1ccc(cc1)[S](O)(=O)=O,1:1,303.15,1.2074,2.2624510897304293,0.05614226205905233
[Cl-].C[N+](C)(C)CCO,CC(N)=O,1:2,303.15,1.0852,2.103803720955957,0.4329692908744057
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,303.15,0.985,3.513923088324494,-1.3279021420642825
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,5:1,333.15,1.17748,1.4927603890268375,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,313.15,1.245,2.7368265993650485,
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,328.15,1.0725,,0.5717088318086876
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1.226,1.893484346218486,
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,318.15,1.125,1.8605775512444156,0.3222192947339193
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,293.15,1.263,4.195290660110969,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,348.15,1.207,1.3884564527002667,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,288.15,0.97238,2.478854967528663,-0.5590909179347823
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,343.15,1.0137,1.7965743332104296,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,303.15,1.221,2.944985767425724,
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,303.15,1.134,2.216165902285993,0.021189299069938092
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,293.15,1.141,2.505963518018126,-0.23657200643706275
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,363.15,1.1285,1.2474822606770544,
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,333.15,1.14737,1.2953471483336179,0.6404814369704218
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1.232,2.2422929049829308,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1.247,3.078130430802564,
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,293.15,1.201,,
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,308.15,1.19002,1.8553979966540688,
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,328.15,1.18041,2.15106325335375,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,303.15,0.96267,2.060320028688285,-0.2907300390241692
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,313.15,1.23,2.1959273135972244,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,298.15,1.03096,,-0.3467874862246563
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,328.15,1.04211,1.6242820958356683,0.35793484700045375
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,323.15,1.18391,2.279210512601395,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,318.15,1.249,3.008182707857653,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,318.15,1.07861,1.5554572172046495,0.7067177823367587
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1.248,1.9120093755869783,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,303.15,1.27,3.0153304101960607,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,303.15,1.02729,1.816837630902035,-0.2218487496163564
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,5:1,293.15,1.20893,2.5872618496925344,
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,318.15,1.245,3.15259407792747,
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,343.15,1.06229,,0.7686381012476144
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,323.15,1.02399,1.8109042806687004,-0.33629907461035186
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,293.15,1.269,3.387110292816622,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,353.15,1.235,1.750354088762708,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,343.15,0.997,1.6222140229662954,0.2600713879850748
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,313.15,1.1249,2.186702122565101,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,303.15,1.0013,2.1202447955463652,
[Cl-].C[N+](C)(C)CCO,OC(C(O)C(O)=O)C(O)=O,2:1,303.15,1.2735,4.822436160371976,-1.8446639625349381
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,323.15,1.24403,2.9988693638823443,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1.232,2.1304945885234696,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,348.15,1.212,1.9407156569066626,
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,338.15,1.164,2.295786940251609,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,313.15,1.015,2.4614985267830187,-0.42481215507233894
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCC(O)CO,1:5,368.15,,1.5877109650189114,-1.856985199745905
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,368.15,,1.5670263661590604,0.4983105537896005
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,353.15,1.248,1.6128897692874846,
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,293.15,1.26511,,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,293.2,1.0898,1.5046067706419537,0.4487063199050799
Cl.CN(C)C,CC(=O)CCC(O)=O,1:3,323.15,1.09305,1.2482185611900747,0.6730209071288962
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1.254,2.1342089929320838,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1.235,2.38524868240322,
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)(CC(O)=O)C(O)=O,1:1,303.15,1.3313,4.653289714821126,-1.7351821769904636
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,323.15,0.9886,1.7168377232995244,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1.243,2.217536582779137,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,343.15,1.244,1.8808707325324234,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1.238,2.5397032389478253,
CC(=O)CCC(O)=O,C[N+](C)(C)CC([O-])=O,2:1,318.15,1.1441,2.4295908022233017,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,303.15,0.98627,1.9675479762188621,0.18525876529658514
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,308.2,1.0858,1.450557009418329,0.6785183790401139
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,343.15,1.226,1.9863237770507653,
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,333.15,1.1769,2.031408464251624,
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,338.15,1.231,2.5573868820595074,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,333.15,1.221,2.3144360685845387,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,333.15,1.217,1.6837672614253116,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,308.15,1.02379,,-0.14266750356873156
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,303.15,1.255,3.729407796963068,0.37106786227173627
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,313.15,1.18604,2.635986111800833,
